review_id,user_id,business_id,stars,useful,funny,cool,text,date
5f-L80W_5V3L-H6sdjf_Kw,Bs4XQQvfsI1TsB6CM4lpVw,ZkkQDHdrfwACT-47O9bpNQ,1.0,2,0,0,"Terrible car shopping experience - epic waste of time! Yes, COVID has caused challenges with supply. However, you cannot expect people to want to buy at your dealership when your management says things like ""we need to hold on to our inventory"". Ok dude, you have 23 of the 2020 model remaining and I can't even get you to give me a clear price on a non-titled ""new"" demo on your lot that has 2800 miles!?!? That's not technically new in my mind. Long story short - these guys aren't serious about selling cars, skip this place. There's a reason they are hanging onto inventory, I must have got it wrong that a dealership would want to make a deal and sell a car, not this one.",2021-05-16 11:31:40
ZmD6oPTFcbZjpmlGnDoHyg,_pjsw__N9p3hydCyW9peKQ,pP_jeWrWq-lvMitmkM2Gkw,2.0,0,0,0,"This place smelled so good driving past that we decided to stop in. We were enticed by the free fry offer when you download the app and it ended there. 

The unfriendly cashier helped me to better understand what I was ordering, never smoking while 2 other people just stood around watching in the front counter area. 

I placed my order, went to he bathroom, which was really dirty. Toilet paper roll on the floor when there was a full one in the dispenser.  Ugh 

Sanitation habits of employees HAS TO BE THE WORST!  The man in the kitchen making fries is PICKING HIS TEETH and touching the fry baskets. No- he didn't wash his hands. I made eye contact but that didn't dissuade him. 

Another guy at the front counter was rubbing his hands on his shirt (chest) and then proceeded to scoop ice cream.  
When I received my order, it was made wrong. And the free fries were cold. 
Stay away unless you want a side of ptomaine poisoning to go !",2019-03-03 21:25:52
5hKs6Lkt8hEfTlICjgQxqg,aMRG6O3IrZG6vcOORqY7MA,gWw19EwPHd1USWr0PPpbdw,1.0,3,0,0,"Moved things from FL to DE with this company.  Almost everything is broken and damaged.  Some things are missing.  response from the company
""Analysis: We regret to inform you that the carrier cannot accept liability for the item claimed. The carrier shall be liable for damages to any article from external cause while in their possession except for inherent vice of the article. The movement of wood furniture will sometimes produce damage, particularly if the item is old. Joints held together by glue that has dried out may weaken or even separate, allowing items to lose some of the rigidity they had prior to transit. In some cases, they may squeak and even pull loose. The damage you are claiming matches the description provided above. Therefore, this portion of your claim is respectfully declined.  ""

STAY AWAY!  They assured us how the move would be smooth and things would be protected. They farmed the work out to a sub-company and then when everything shows up damaged - outsourced to a company to do claims who denied everything.

Pay the extra money for a national carrier; this company will lie to you to get your money and then... ""good luck"" with the results they leave you.",2021-02-05 18:17:59
iW6AS5AG3VNdciC2MCVZQw,ZcJQm9wfRbkMX_Oi8WL9Bg,0CfQRgCqG6_NAPKqfK29Ww,1.0,2,0,0,"Back in March I took the first available appointment with Cherie Klein, which was today. Because she is so good & I like her so much I was willing to wait almost 2 months to get in. Genesis called me to confirm my appointment & to see if I was willing to reschedule bc they were busy. They also emailed me about this. I wasn't willing to change my appointment. I wait there today  & ask reception how much longer Cherie is going to be. They tell me not much longer. I finally get back there & it's not Cherie & when I asked where she was I was informed she no longer worked there!!!!!! I left!!!!! I was so frustrated! They didn't inform me she was gone in their call to me, their email to me, or even at the appointment!!!!!!!! What is disreputable company. I drove all the way from College Grove to Green Hills just to get an appointment with Cherie & she wasn't even there anymore. If anyone is looking for Cherie she's now at the Ritz in cool springs. They heard what I had gone through at genesis & they along with Cherie fit me in. I was very happy with my experience at Ritz Med Spa.",2018-05-03 23:46:25
TL8mGInLgy4cUg73nOX1zQ,f9lq4KAus-xCsmJmjXeKVw,u5U6aoqDJz_TwKNS6t4dIw,1.0,3,0,0,"This was one of the worst malls I have ever been too. It is not a place where you would go shopping nor should you even have it in your vocabulary. 

You will find dentists here and optometrists. It doesn't really have any worthy stores. It looks nice on the outside but that's just trickery.

I really disliked this mall.",2010-02-17 03:50:44
nZvGFEh4M7fMiNKhR1zkWQ,8GGLTGR1ELre16-ZiznGzg,XlUN4DSI8cZdB-D53tR50w,2.0,0,1,0,"Places is getting run down. Showers are dirty and class of people at night are low. Went to use machines and one guy up there smelled so  bAd had to leave the area. 
Shame used to be decent.",2019-11-23 12:52:55
lHgbR9W-Wznwtp4zp1S6Cg,1EcmaYuhqNLPeoD2b-VxLw,uSIGgRScZmpWlEcHtoaWlA,1.0,1,0,0,Modern and elegant setting.   Service is poor.  Food is below average and overpriced.  Go for the view and a drink.  Have lunch/dinner elsewhere.,2013-02-06 05:12:43
-MIeQEY7EgtQdg3dzEEljw,NkkB-2YYZZCOKfbcGoKngA,QczrxKwcs99ar_DL09sUhw,2.0,2,0,0,"I've been craving a bagel all day long. I finally have a few minutes to stop and get one and they burnt my bagel!  unfortunately I don't have time to stop and get another one so I'm out a bagel! . On the positive side, the staff was very courteous and facility was clean.",2017-05-27 16:38:18
IThmMS_S3I6CudRKNOYhUA,GSFcYipbxSQKS93UTaS1Jg,UUlBiDrGVluI_joj3tkeAA,1.0,0,0,0,"My Kids were in this petco this afternoon to return a fish, prior to returning the fish my daughter called the store to confirm the return policy of said fish. They told her to bring in the fish no other instructions. My kids went in and all they got was a rude employee that could be heard from the back of the store scolding my kids about their return policy! Excuse me! But that kind of behavior is UNCALLED for!! I have horses, chickens, ducks, fish ,cats, dogs and spiders as pets and my kids visit this store almost DAILY! To be treated in such a disrespectful manner is wrong! I will take my Business To petsmart from now on!!!! You petco can say goodbye to my business! goodbye Felicia!",2020-09-10 23:22:08
7YWxdYDCGSDqm0QnuihFDQ,hMwDCSSeCGEP8ZF3UmxK1A,jsQQu9rVerR3OGxIa0hRQQ,1.0,0,1,0,"This is one of the worst bars I have seen managed. After being assaulted by a worker off duty, I have not been let in since. They are saving face for something they messed up on. Moral values LOW! If they can't handle a person like me in their bar, I don't think they can handle anything. Bouncers, SOFT AS POWDER.",2019-02-10 04:50:55
JTrD1PC7444lEDMyJzdUhg,96JZapwKFbOc5MrXLh8E2w,4gyjrSazXr3JNTvNYOJJBg,2.0,0,0,0,"This place is what you expect it to be. It's a quick chinese joint that you can get food at when you are in a rush and need to scarf down something. Not many people are seen eating here. It's definitely more of a take-out place. I wouldn't go here expecting fine dining, but rather a quick option for pretty standard chinese food.",2017-11-15 20:13:14
aR_5m7SWi6UkNCznzS17Gg,M54hUU_dlq3ehat90ZqR1w,a7FSs8soBoxfkPXvzSsvbg,2.0,4,0,0,"I hate to do this but I have to downgrade this restaurant quite significantly after my last two visits in the hope they will take notice and improve again. This used to be one of my favorite Mexican Restaurants but the last two visits have not been good at all. Yesterday my wife and I went for lunch. She ordered Fajitas and I ordered a Chicken Taco Salad. Her fajitas were not sizzling at all when they arrived and in fact were only lukewarm. On top of that the onions were barely cooked and hard to digest. My Taco Salad was not much better, there was pork mixed with the chicken which is not a problem for me but you simply don't do that. Overall it was quite tasteless and dull. The visit before that was slightly better as the food was at least hot but not the standard we had come to expect.

On both visits we had to wait quite a long time for someone to take our orders and they were not that busy on either occasion.",2016-10-09 19:12:23
sDse6G67CdyKJwvkLFIUQg,9kWrrhi18N3YzG0fgMf3MA,YAcsbjkjJg-eEhUmDhW2EQ,1.0,1,1,0,Some of the worst customer service ever! Twice now I've shown up to only find the bakery closed. This morning at 7:45 an employee unlocked the door to stick his head out and tell us they had no cashier and then locked the door again.,2017-01-31 14:39:33
kqBrTA9MdzgUoHLQcvSUQQ,AQiowVIM5cNABnkSr7Qw-Q,pVHbXwsqLxNzAx9rdwy2EA,1.0,0,0,0,"I arrived 5 minutes early for my OpenTable reservation with my husband and in-laws. They did not have a table ready for us and asked us to wait at the bar. So we ordered a round of drinks and stood around..yes, there were no stools available and my in-laws are middle-aged and not use to city-living. They didn't offer us anything or check in with us once. After 20 minutes... and no movement from any of the table that they said would be getting up soon.. we decided to leave.  The hostess was unprofessionally dressed and didn't offer any service at all. I was surprised at the very poor service, or lack there of. 

The atmosphere is loud, old and cramped. Maybe I would go there for a round of drinks with my 20-something friends, but I would not waste time there for dinner.",2015-03-30 20:29:32
XsetAmORthtmoWwczVEoAg,DLFz4-GLkPZuva272BxI_g,CiTYWOKcXTZYztsT43wb5g,2.0,0,0,0,"Ordered the Corner Grain bowl and was very disappointed. It was mostly kale with a bit of shredded carrot, 1/4 cup of undercooked couscous, and a dressing. Easily the worst $15 I've ever spent.",2020-01-06 22:43:54
gH3TmOHZNk-PnXfyTT__wg,_tZuV1iJCvskotzpTelUrA,BaEYUvt2SRmR5kTF-wNX1w,1.0,1,0,0,"This acme is by far the worst supermarket in existence. You can't walk up to any counter, deli, seafood, cashier, without completely being ignore or greeted with silence. It's as if they train their staff to not speak. A ""hello what can I get you"" or a ""thank you"" means a lot. It's absolutely terrible to experience such poorly trained customer service. Management is to blame 100%.",2021-05-23 20:32:15
NaEHcW-wrisesFADidQOAA,fG_4K9BKdkUjIUReAZZwgw,-TjT3y-Glfnbt6LbKETAYg,2.0,0,0,0,Surprisingly disappointing. All the food we ordered were lacked of seasoning. They are just bland and tasteless. Common items on the menu which make the food even more basic when they don't taste good. Things are over priced too. But the service was good.,2021-05-14 01:11:13
gAC6wnp1bwn84lPDTVzPOQ,C5kurIAp573tqXWNOumMaA,tjU_hYVEFsUFJzVNqoMFiQ,1.0,1,0,0,"Worse service ever. No free chips or salsa. We were pushed to order a 9$ appetizer of guacamole, salsa, and cheese. An hour later we were still waiting for our food",2020-02-29 21:11:40
hAIbnwWf5mpV3ZgxzLooZg,4VkWOhPZQhe9xZlSDO86CQ,nw2CGPwu_sjkUDh2KN4XDg,1.0,3,0,0,"Food is nasty and overpriced. Saturday night after 10pm is Latin night. Such a nice club but ghetto now. Since when do u allow men to come in with baseball caps, shorts, sleeveless shirts, sneakers etc... I could see if they hung outside in the patio but not indoors. This will be my last visit",2018-03-09 15:20:52
FgHgvH8Uk5siExicst9Vpw,0ihmLnDEL4W2KFiJN6iPDw,nLxzI1lBOFNTKEnoip66wA,1.0,3,0,0,"Mondo was a waste of time! From over bearing noise to the overly salted or bland food it was not worth the trip. Service was wonderful but the food was sub standard for a Susan Spicer place. We LOVE Bayona so we went with high expectations only to have them crushed. Oh well live and learn I guess, and to think it's been nominated for a James Beard award. I guess they have never been there when it was busy and not been able to hold a conversation at the table without yelling to be heard. So lesson learned, we'll go back to Bayona from now on.",2011-02-23 20:44:51
_o6Zmug9IIefbrcjy9_aGg,XXYDF-I_Aen2efpVdsm5PA,ui4DEABUCuaDMY7RPXGgWA,2.0,0,0,0,"Came in to wait out traffic and sat at the bar. Bartender was nice enough but much more interested in his friends sitting at the bar, as was the kitchen manager (?). Ordered fries to snack on. The were cold & had obviously been sitting around for quite some time. The restaurant was pretty much empty. I ate maybe 3 or 4. When the bartender ""came by to see if I was through with my fries"", I told him they were not good and all I got was ""they (the kitchen) told me they were fresh, but they didn't look like it to me"". To add insult to injury, I was charged for them.
Go during lunch. Everything from service to food is better.",2017-11-01 11:45:13
M73DGNeVzTsUTZJsm5YpBw,9BUtG61Ub3GNKQ3qLV_frA,gdFcsJ5swnsyuFTzBRofkA,2.0,0,0,0,"Really, really wanted to like this place! The first two visits in were good, except both times they were out of items on the menu. The first time I had a green bowl it was great, but today is a totally different story. 3 staff members were there and I ordered a Yummus bowl. Out of the poppyseed dressing, out of spring mix, and I got egg for some reason. It took a really long time for the bowl to be assembled, and the staff seemed very inexperienced. The mangled cucumbers were cut with what looked like a butter knife. The quinoa was hard and stale. Sad to say, I won't be back.",2019-09-13 19:02:44
oCdLhUcaMwlYDpQYMLR3SA,f_RDAOiFHeU6Cyy70i0-Hg,292kNklhFCqx2te2UE0OrA,1.0,3,2,1,"The service staff here are so inexperienced and incompetent they make you long for the professionalism of your average McDonald's drive-thru cashier.  They are certainly enthusiastic (prices are low, meals are not so terrible you'd be angry about that), but you have to set your expectations for this being like 3 notches below an average Long Horn (the restaurant equivalent of shopping for wine at a hot Florida Wallgreens or CVS).  I travel the world and eat at 300+ restaurants per year including some of the world's 50 best, but I don't let that influence my judgment or reviews.  I didn't go in expecting to be amazed; just anticipating some really simple basics like what you'd get in a C- restaurant in a small town at a joint with peanuts on the floor with an under educated/ under trained staff).  They sort of underwhelm even when that's the expectation though.  I actually feel a little bad for everyone involved from the owner to the managers to the staff to the guest.  But hey, I did get a partial slab of meat and knock-off chain restaurant rolls in a to-go box for cheap.  

Please, if you regard this as a good experience - PLEASE travel more.  It hurts my heart a little when I learn that people are impressed with a restaurant operating at this level (unless they're describing/ comparing it to prison food).",2014-08-03 01:40:51
RNn3Bp9FZlghK6JV7yEglw,A4YsDUocwpqCjtaMS32R6g,WlUHHBfw_nnUA7l-ouBOWw,2.0,20,8,14,"Normally this place is amazing and so are their employees. I walked in on Halloween and I had to stand outside as the line was that long. Needless to say, I was able to get my order in about 30 minutes as it was a gluten-free crust and they made a mistake and had to remake it. 

However, recently I was in and there were only three people waiting for their pizza. I placed my order. Three people who came in after I had placed an order and ordered. Got their pizza ahead of me. 

And, yes there were people who came in to pick up their online order I totally get that. But I have an issue with people who walk in after me and place an order and still get their pizza first.

I had to go up and remind them. The owner was like where did that pizza crust go. Even after I asked it still took another 10 minutes to get my pizza. I waited for my order for over 45 minutes. They need to have some kind of system so that they are making orders in order of how they receive them. 

Not to mention there was another lady there who had to do the same thing. She had to go up and ask where her order was. It is understandable when the place is jumping and busy like on Halloween but not when it is just a regular day.",2019-12-19 05:37:50
wik7y_EmA5CdblpDQsVuhg,b2lQIQDgfaRQtOrnfo_MCw,k-ZWRUhKyyl1qrG3y8yziA,2.0,0,0,0,"At last night with a party of 13. We had reserved a private room and hoped for a good experience. Some ordered first appetizers which were fine, but the one waiter seemed to have an attitude and seemed disinterested. The issues started when some of the entrees came out and left many at the table waiting for food while everyone else ate. It took awhile for all of the food to arrive and then some was sent back because it was cold. Management apologized and brought a good array of deserts to make up for the screwup. 

Average food. Poor service. The kitchen needs to get is act together. 

This place should do much better for a $500 meal.",2016-05-30 16:27:56
VBln5Phv020wXKUGHE1D5A,Iw6uScVAE_MA7cHZey67yg,Oj4otn-Wfd-JLwh1dL0DbA,1.0,1,0,0,"Unappetizing. They gave me wilted arugula. As you can see from the photo, it's a yellowish brownish color. I hope I don't get sick from this. The turkey is also very dry and they put too much Dijon mustard on the bread that it's overpowering. The bread is dry and hard to chew. 
Attention to Management: please try to use fresh greens in your sandwich. Also, adding tomatoes to this would be a nice touch to balance the saltiness from all the mustard. Thanks.

Update in response to the owner: I understand that the greens will wilt under the heat, but are they supposed to turn yellow too? I don't know how fresh the arugula was considering greens, if not used frequently, can go bad. A lot of people (whether making the food or consuming it) don't pay attention to these details but I just happen to because I've worked in the food industry before and I care about quality. Some people don't care about these attention to details. I just wanted to share my experience with this because I have gotten sick from eating wilted/bad spinach and it gave me food poisoning.",2019-05-20 17:22:30
AxXqBXd5zX6W08jMRw3-kA,nVSdgal2VbTqVRTzEuz1DA,_yk7klwrfUIX1qhaITV2nA,1.0,0,0,0,"Huge MISS!! We were so excited to see this truck come to our apartment complex tonight.  We love bacon!! However the food was not really even what I would call good.  Bacon is bacon so it was good but the mac and cheese had limp/soft/mush noodles with what tasted like generic boxed cheese from a powder mix.   Def not even Kraft mix I like that stuff.  My hubby also had the bacon wrapped hot dog.  It was OK at best.  Not horrible just blah.  I shared his tator tots topped with mac/cheese topped with bacon.  The tots were ok just tots.  The bacon was just tiny crumbles and again see above for the nasty mac/cheese desc.  I also ordered the bacon chocolate chip cookies.  I expected bacon bits mixed in chocolate chip cookies at least that had dough prepared by them.  What it turned out to be was what is obviously a refrigerated cookie dough with a little bacon bits plopped on top then baked.  At $3 for two small cookies they could have spung for at least some Nestle cookie dough.  It was kind of generic tasting as well.  

We had such high hopes for this truck however the food was something you could make a quick run to dollar general to prepare.  Not gross, the truck was really nice with the wrap and seemed clean.  Food just stunk ; (",2015-09-22 22:09:24
32G0WoNHCQY3T09ZzUX-3Q,sYHDWCNqAs6Ja_4cCyom0A,5HjW-1laLhCEoAVQvVxnrA,1.0,2,0,0,"This place is a disgusting mess! I came here during the coronavirus scare expecting the few workers who were present to provide as pleasant of an experience as possible, given the horrific state that this country is in. Did I get? No ma'am! Nope, sadly my expectations were way too high. Okay, so first things first. The worker who entered the kitchen to help prepare foods and take orders didn't change his gloves. Next, there was no guacamole available and when I asked how long it would take for more to be prepared he said it would be another five minutes but I got the vibe that he didn't want me to wait because he just started scraping the old residue of guac that was left in the container. I understand there was a couple behind me but I may have been willing to wait. It's worth asking. I came there for a steak burrito but left with a chicken one because the steak looked wet and nasty...honestly I've seen dog food look more appealing. Finally, the salsa looked old and mushy,  like it had been sitting there for days...and it probably had been. I was tired and didn't have the energy to argue about my dissatisfaction. I graciously accepted the food and tossed it in the trash on my way to my car. Never again!",2020-04-01 00:29:43
pqIsRIKeg4LKoTaMcv7MxA,VJOjoLzmL_IxFkWy05jJtw,HQu9bnJ4IaW6B7XbGWX-bw,2.0,0,0,0,This is the most disgusting pizza I have ever had. Like just look at the first picture they have that shit looks disgusting and the shits taste like plastic. I would not recommend this place but I gave them an extra star for the migos reference. If you don't get it then: https://youtu.be/S-sJp1FfG7,2017-12-29 09:49:15
